Type,Severity,LocationLat,LocationLng
Cold,Severe,40.8941,-97.9946
Cold,Severe,41.3989,-92.9431
Storm,Severe,38.4844,-106.3169
Storm,Severe,38.4844,-106.3169
Storm,Severe,38.4844,-106.3169
Storm,Severe,38.4844,-106.3169
Storm,Severe,38.4844,-106.3169
Storm,Severe,38.4844,-106.3169
Storm,Severe,38.4844,-106.3169
Storm,Severe,38.4844,-106.3169
Snow,Light,32.6753,-102.6527
Rain,Light,29.3009,-81.111
Cold,Severe,46.0303,-91.4426
Cold,Severe,43.1683,-95.2101
Cold,Severe,43.964,-69.7108
Snow,Light,34.6811,-90.3467
Cold,Severe,40.2031,-87.5897
Snow,Light,36.009,-86.5201
Fog,Moderate,37.6928,-121.8144
Fog,Moderate,37.6928,-121.8144
Fog,Moderate,33.872,-117.9798
Fog,Moderate,33.872,-117.9798
Snow,Light,33.9154,-84.5163
Snow,Light,33.9154,-84.5163
Snow,Light,33.9154,-84.5163
Snow,Light,33.9154,-84.5163
Fog,Moderate,28.7797,-81.2436
Fog,Moderate,28.7797,-81.2436
Rain,Light,28.7797,-81.2436
Rain,Light,28.7797,-81.2436
Fog,Moderate,44.8888,-72.2292
Cold,Severe,44.8888,-72.2292
Cold,Severe,44.8888,-72.2292
Cold,Severe,44.8888,-72.2292
Cold,Severe,41.7432,-89.6655
Cold,Severe,45.4646,-69.5538
Fog,Moderate,42.6439,-77.053
Snow,Light,42.6439,-77.053
Fog,Moderate,42.6439,-77.053
Snow,Light,42.6439,-77.053
Fog,Severe,36.8933,-121.4103
Cold,Severe,45.6963,-92.9542
Cold,Severe,45.6963,-92.9542
Cold,Severe,46.768,-100.89399999999999
Cold,Severe,42.7317,-95.5558
Snow,Light,42.7461,-86.0967
Snow,Light,42.7461,-86.0967
Cold,Severe,45.2353,-93.9896
Fog,Moderate,33.9228,-118.3352
Rain,Light,33.9228,-118.3352
Fog,Moderate,33.9228,-118.3352
Snow,Light,43.9625,-86.4079
Rain,Light,30.2347,-81.6746
Rain,Light,30.2347,-81.6746
Snow,Light,30.2347,-81.6746
Snow,Light,30.2347,-81.6746
Fog,Moderate,33.8285,-79.1222
Cold,Severe,42.6196,-89.5931
Cold,Severe,42.47,-98.68799999999999
Cold,Severe,44.8322,-93.4705
Fog,Severe,46.7438,-117.1158
Snow,Light,46.7438,-117.1158
Fog,Severe,46.7438,-117.1158
Snow,Light,46.7438,-117.1158
Fog,Moderate,37.5119,-122.2483
Fog,Moderate,37.5119,-122.2483
Cold,Severe,45.468,-89.8096
Fog,Moderate,32.825,-115.6606
Cold,Severe,43.3939,-70.708
Cold,Severe,43.3939,-70.708
Cold,Severe,41.8965,-88.2512
Rain,Light,29.6917,-82.27600000000001
Snow,Light,29.6917,-82.27600000000001
Rain,Light,29.6917,-82.27600000000001
Rain,Light,29.6917,-82.27600000000001
Cold,Severe,47.7912,-99.9317
Snow,Light,34.4227,-103.0802
Snow,Light,34.4227,-103.0802
Snow,Light,34.4227,-103.0802
Fog,Moderate,43.4319,-83.8648
Cold,Severe,42.6909,-90.4412
Cold,Severe,43.6271,-72.3054
Cold,Severe,43.6271,-72.3054
Rain,Light,30.3935,-84.3513
Snow,Light,30.3707,-104.0118
Snow,Light,30.3707,-104.0118
Snow,Light,30.3707,-104.0118
Snow,Light,30.3707,-104.0118
Snow,Light,39.9008,-105.1042
Snow,Light,39.9008,-105.1042
Snow,Light,39.9008,-105.1042
Fog,Moderate,39.9008,-105.1042
Fog,Moderate,39.9008,-105.1042
Fog,Moderate,37.6196,-122.3656
Fog,Severe,44.4971,-123.2895
Fog,Severe,44.4971,-123.2895
Fog,Severe,44.4971,-123.2895
Rain,Light,30.1945,-97.6699
Snow,Light,30.1945,-97.6699
Rain,Light,30.1945,-97.6699
Snow,Light,41.4057,-81.8519
Snow,Light,41.4057,-81.8519
Cold,Severe,44.0435,-89.304
Cold,Severe,47.29,-101.581
Cold,Severe,47.29,-101.581
Snow,Light,40.9725,-85.2064
Snow,Light,40.9725,-85.2064
Rain,Light,28.8214,-81.8096
Rain,Light,28.8214,-81.8096
Rain,Light,28.8214,-81.8096
Rain,Light,28.8214,-81.8096
Fog,Moderate,33.8977,-117.6024
Fog,Severe,33.8977,-117.6024
Rain,Light,33.8977,-117.6024
Rain,Light,33.8977,-117.6024
Fog,Severe,33.8977,-117.6024
Rain,Light,33.8977,-117.6024
Fog,Severe,33.8977,-117.6024
Rain,Light,33.8977,-117.6024
Fog,Severe,33.8977,-117.6024
Fog,Moderate,33.8977,-117.6024
Snow,Light,42.0744,-70.2182
Cold,Severe,45.9309,-89.26700000000001
Cold,Severe,45.9309,-89.26700000000001
Cold,Severe,45.9309,-89.26700000000001
Cold,Severe,45.9309,-89.26700000000001
Rain,Light,29.2113,-99.7436
Rain,Light,28.9562,-98.5184
Rain,Light,28.9562,-98.5184
Cold,Severe,41.8906,-89.0817
Cold,Severe,41.8906,-89.0817
Fog,Moderate,34.9994,-77.98
Fog,Moderate,34.9994,-77.98
Snow,Light,34.7326,-76.6566
Snow,Light,45.4256,-84.9133
Snow,Light,45.4256,-84.9133
Snow,Light,45.4256,-84.9133
Snow,Light,45.4256,-84.9133
Snow,Light,45.4256,-84.9133
Fog,Moderate,45.4256,-84.9133
Snow,Light,45.4256,-84.9133
Fog,Moderate,45.4256,-84.9133
Snow,Light,45.4256,-84.9133
Snow,Light,45.4256,-84.9133
Snow,Light,45.4256,-84.9133
Snow,Light,45.4256,-84.9133
Fog,Moderate,47.5076,-94.9278
Cold,Severe,44.9276,-89.6251
Cold,Severe,44.3659,-71.5522
Snow,Light,30.735,-101.20299999999999
Snow,Light,30.735,-101.20299999999999
Snow,Light,30.735,-101.20299999999999
Snow,Light,30.735,-101.20299999999999
Cold,Severe,44.6153,-88.7313
Cold,Severe,43.5814,-90.8997
Cold,Severe,44.0485,-70.2835
Cold,Severe,44.0485,-70.2835
Rain,Light,27.4014,-82.5586
Rain,Light,27.4014,-82.5586
Snow,Light,42.3508,-86.2561
Snow,Light,42.3508,-86.2561
Snow,Light,42.3508,-86.2561
Snow,Light,42.3508,-86.2561
Snow,Light,42.3508,-86.2561
Fog,Severe,25.6423,-80.4347
Fog,Severe,25.6423,-80.4347
Fog,Severe,25.6423,-80.4347
Fog,Severe,25.6423,-80.4347
Rain,Light,25.6423,-80.4347
Cold,Severe,43.9911,-70.9479
Fog,Severe,32.8645,-117.1366
Fog,Severe,32.8645,-117.1366
Snow,Light,42.8875,-90.2315
Snow,Light,42.8875,-90.2315
Cold,Severe,42.8875,-90.2315
Snow,Light,43.7224,-85.4977
Snow,Light,43.7224,-85.4977
Snow,Light,43.7224,-85.4977
Snow,Light,43.7224,-85.4977
Snow,Light,43.7224,-85.4977
Snow,Light,45.3047,-85.2747
Fog,Moderate,45.3047,-85.2747
Snow,Light,45.3047,-85.2747
Fog,Moderate,45.3047,-85.2747
Snow,Light,45.3047,-85.2747
Snow,Light,45.3047,-85.2747
Fog,Moderate,45.3047,-85.2747
Snow,Light,45.3047,-85.2747
Fog,Severe,45.3047,-85.2747
Snow,Light,45.3047,-85.2747
Fog,Moderate,45.3047,-85.2747
Snow,Light,45.3047,-85.2747
Fog,Moderate,45.3047,-85.2747
Fog,Severe,45.3047,-85.2747
Fog,Moderate,45.3047,-85.2747
Snow,Light,45.3047,-85.2747
Fog,Moderate,45.3047,-85.2747
Snow,Light,45.3047,-85.2747
Fog,Moderate,45.3047,-85.2747
Snow,Light,45.3047,-85.2747
Fog,Moderate,45.3047,-85.2747
Snow,Light,45.3047,-85.2747
Fog,Moderate,45.3047,-85.2747
Snow,Light,45.3047,-85.2747
Fog,Moderate,45.3047,-85.2747
Fog,Moderate,40.8731,-81.8867
Snow,Light,40.8731,-81.8867
Fog,Moderate,40.8731,-81.8867
Fog,Moderate,40.8731,-81.8867
Fog,Moderate,40.8731,-81.8867
Cold,Severe,42.0454,-90.1101
Rain,Light,31.0849,-83.8033
Cold,Severe,46.619,-93.3127
Fog,Moderate,34.0532,-117.5768
Fog,Moderate,34.0532,-117.5768
Snow,Light,38.0339,-84.6115
Fog,Moderate,45.9884,-95.9935
Fog,Severe,33.4668,-105.5278
Snow,Light,33.4668,-105.5278
Fog,Moderate,45.7881,-111.1608
Rain,Light,26.9185,-81.9939
Rain,Light,26.9185,-81.9939
Cold,Severe,38.7242,-120.7533
Rain,Light,31.2767,-85.711
Rain,Light,31.2767,-85.711
Rain,Light,31.2767,-85.711
Snow,Light,37.8583,-80.3995
Fog,Moderate,29.805,-95.8979
Cold,Severe,32.719,-98.891
Cold,Severe,32.719,-98.891
Fog,Moderate,32.719,-98.891
Fog,Moderate,32.719,-98.891
Snow,Light,31.4213,-97.79700000000001
Snow,Light,30.5881,-96.3639
Snow,Light,39.6499,-79.9206
Snow,Light,39.6499,-79.9206
Snow,Light,39.6499,-79.9206
Fog,Moderate,41.0136,-83.6686
Fog,Moderate,41.0136,-83.6686
Fog,Moderate,41.0136,-83.6686
Fog,Severe,41.0136,-83.6686
Snow,Light,41.0136,-83.6686
Fog,Moderate,41.0136,-83.6686
Snow,Light,48.726000000000006,-116.295
Snow,Light,48.726000000000006,-116.295
Snow,Light,48.726000000000006,-116.295
Fog,Moderate,40.1743,-103.2146
Fog,Severe,40.1743,-103.2146
Cold,Severe,44.7794,-89.671
Snow,Light,42.938,-85.0605
Snow,Light,42.938,-85.0605
Snow,Light,42.938,-85.0605
Fog,Moderate,42.938,-85.0605
Cold,Severe,41.4316,-88.4152
Cold,Severe,41.4316,-88.4152
Cold,Severe,41.4316,-88.4152
Cold,Severe,41.4316,-88.4152
Snow,Light,41.778,-80.6955
Fog,Severe,41.778,-80.6955
Snow,Light,41.778,-80.6955
Fog,Severe,41.778,-80.6955
Snow,Light,41.778,-80.6955
Snow,Light,36.3989,-76.0164
Rain,Light,41.7253,-106.4594
Rain,Light,41.7253,-106.4594
Rain,Light,41.7253,-106.4594
Rain,Light,41.7253,-106.4594
Rain,Light,41.7253,-106.4594
Rain,Light,41.7253,-106.4594
Rain,Light,41.7253,-106.4594
Rain,Light,41.7253,-106.4594
Rain,Light,41.7253,-106.4594
Cold,Severe,40.2247,-83.3516
Cold,Severe,32.5521,-88.5556
Rain,Light,30.9791,-83.1925
Rain,Light,30.9791,-83.1925
Rain,Light,30.9791,-83.1925
Rain,Light,30.9791,-83.1925
Rain,Light,30.9791,-83.1925
Rain,Light,30.9791,-83.1925
Rain,Light,30.9791,-83.1925
Rain,Light,30.9791,-83.1925
Rain,Light,30.9791,-83.1925
Cold,Severe,40.1493,-97.5872
Cold,Severe,42.2475,-89.581
Snow,Light,44.6803,-84.7289
Snow,Light,44.6803,-84.7289
Fog,Moderate,44.6803,-84.7289
Fog,Moderate,44.6803,-84.7289
Snow,Light,44.6803,-84.7289
Snow,Light,44.6803,-84.7289
Fog,Severe,35.4319,-82.5375
Snow,Light,35.4319,-82.5375
Snow,Light,37.6004,-81.5593
Snow,Light,37.6004,-81.5593
Snow,Light,37.6004,-81.5593
Snow,Light,37.6004,-81.5593
Snow,Light,37.6004,-81.5593
Fog,Moderate,40.4719,-81.4236
Fog,Moderate,40.4719,-81.4236
Fog,Moderate,40.4719,-81.4236
Snow,Light,40.4719,-81.4236
Snow,Light,42.2367,-83.5264
Cold,Severe,43.1153,-89.5311
Snow,Light,42.0986,-83.1611
Snow,Light,46.0072,-83.7427
Fog,Moderate,46.0072,-83.7427
Snow,Light,46.0072,-83.7427
Snow,Light,40.0117,-105.0503
Snow,Light,40.0117,-105.0503
Snow,Light,40.0117,-105.0503
Snow,Light,40.0117,-105.0503
Snow,Light,40.0117,-105.0503
Fog,Moderate,40.0117,-105.0503
Fog,Moderate,40.0117,-105.0503
Cold,Severe,40.6306,-93.9008
Fog,Severe,36.3115,-119.6231
Fog,Severe,36.3115,-119.6231
Fog,Severe,36.3115,-119.6231
Fog,Moderate,36.3115,-119.6231
Cold,Severe,43.7748,-98.0386
Cold,Severe,41.4489,-96.52
Cold,Severe,45.1984,-89.71
Fog,Severe,46.677,-122.9827
Cold,Severe,46.677,-122.9827
Fog,Severe,46.677,-122.9827
Cold,Severe,46.677,-122.9827
Fog,Severe,46.677,-122.9827
Cold,Severe,46.677,-122.9827
Fog,Severe,46.677,-122.9827
Fog,Moderate,41.0375,-81.4642
Snow,Light,41.0375,-81.4642
Fog,Moderate,41.0375,-81.4642
Snow,Light,41.0375,-81.4642
Fog,Moderate,41.0375,-81.4642
Snow,Light,41.0375,-81.4642
Snow,Light,41.0375,-81.4642
Cold,Severe,43.5264,-89.98100000000001
Fog,Moderate,35.3567,-89.8703
Fog,Moderate,35.3567,-89.8703
Fog,Moderate,39.8403,-83.8402
Snow,Light,39.8403,-83.8402
Snow,Light,39.8403,-83.8402
Rain,Light,31.1522,-81.3908
Rain,Light,31.1522,-81.3908
Rain,Light,31.1522,-81.3908
Snow,Light,31.1522,-81.3908
Fog,Moderate,33.8034,-118.3396
Snow,Light,41.5173,-81.6832
Fog,Moderate,41.5173,-81.6832
Snow,Light,41.5173,-81.6832
Snow,Light,41.5173,-81.6832
Snow,Light,41.5173,-81.6832
Fog,Moderate,43.9855,-73.0955
Cold,Severe,43.9855,-73.0955
Snow,Light,41.1409,-104.8691
Snow,Moderate,41.1409,-104.8691
Snow,Light,41.1409,-104.8691
Snow,Moderate,41.1409,-104.8691
Snow,Light,41.1409,-104.8691
Snow,Light,41.1409,-104.8691
Storm,Severe,41.1409,-104.8691
Cold,Severe,41.2261,-92.4938
Fog,Moderate,26.199,-80.1776
Rain,Light,30.4953,-81.6937
Rain,Light,30.4953,-81.6937
Rain,Light,30.4953,-81.6937
Rain,Light,30.4953,-81.6937
Cold,Severe,41.2752,-91.6748
Cold,Severe,41.0231,-89.3885
Cold,Severe,41.0231,-89.3885
Cold,Severe,41.8295,-90.3328
Cold,Severe,41.8295,-90.3328
Fog,Severe,46.3745,-117.0154
Fog,Severe,46.3745,-117.0154
Fog,Severe,46.3745,-117.0154
Fog,Severe,46.3745,-117.0154
Rain,Light,29.9592,-81.34100000000001
Fog,Moderate,29.9592,-81.34100000000001
Cold,Severe,45.5442,-94.0516
Cold,Severe,44.0203,-92.8295
Snow,Light,39.0784,-84.2102
Snow,Light,36.0182,-75.6713
Snow,Light,36.0182,-75.6713
Snow,Light,36.0182,-75.6713
Cold,Severe,43.1406,-89.3453
Fog,Severe,34.2119,-119.0916
Fog,Moderate,34.2119,-119.0916
Fog,Moderate,34.2119,-119.0916
Fog,Moderate,30.3564,-95.008
Fog,Moderate,30.3564,-95.008
Fog,Severe,33.8118,-118.1472
Fog,Severe,33.8118,-118.1472
Fog,Severe,33.8118,-118.1472
Fog,Severe,33.8118,-118.1472
Fog,Severe,33.8118,-118.1472
Fog,Moderate,33.8118,-118.1472
Cold,Severe,43.2348,-93.6241
Rain,Light,30.3959,-81.4229
Rain,Light,30.3959,-81.4229
Rain,Light,30.3959,-81.4229
Rain,Moderate,30.3959,-81.4229
Rain,Light,30.3959,-81.4229
Snow,Light,38.75,-104.85
Snow,Light,38.75,-104.85
Snow,Light,38.75,-104.85
Snow,Light,38.75,-104.85
Snow,Light,44.2785,-85.4207
Snow,Light,44.2785,-85.4207
Fog,Moderate,44.2785,-85.4207
Snow,Light,44.2785,-85.4207
Fog,Moderate,44.2785,-85.4207
Snow,Light,44.2785,-85.4207
Snow,Light,44.2785,-85.4207
Fog,Moderate,44.2785,-85.4207
Snow,Light,44.2785,-85.4207
Snow,Light,44.2785,-85.4207
Snow,Light,44.2785,-85.4207
Rain,Light,32.8351,-105.9941
Rain,Light,32.8351,-105.9941
Rain,Light,32.8351,-105.9941
Rain,Light,32.8351,-105.9941
Cold,Severe,47.0493,-109.4667
Cold,Severe,47.0493,-109.4667
Snow,Heavy,38.8853,-79.8528
Snow,Moderate,38.8853,-79.8528
Snow,Light,38.8853,-79.8528
Snow,Heavy,38.8853,-79.8528
Precipitation,UNK,38.8853,-79.8528
Snow,Light,41.2544,-80.6739
Fog,Moderate,29.6223,-95.6565
Snow,Light,34.594,-83.296
Snow,Light,34.594,-83.296
Cold,Severe,41.0522,-93.6897
Snow,Light,39.9907,-82.8769
Snow,Light,46.9208,-114.0925
Fog,Severe,46.9208,-114.0925
Fog,Moderate,46.9208,-114.0925
Fog,Severe,46.9208,-114.0925
Fog,Moderate,41.3149,-122.31700000000001
Rain,Light,28.4739,-82.4537
Rain,Light,28.4739,-82.4537
Rain,Light,28.4739,-82.4537
Cold,Severe,42.9103,-82.5332
Cold,Severe,42.9103,-82.5332
Rain,Light,32.1951,-81.8696
Fog,Moderate,32.563,-117.1109
Fog,Severe,32.563,-117.1109
Fog,Severe,32.563,-117.1109
Cold,Severe,32.563,-117.1109
Fog,Severe,32.563,-117.1109
Fog,Moderate,32.563,-117.1109
Fog,Moderate,32.563,-117.1109
Cold,Severe,44.8601,-93.03200000000001
Rain,Light,28.2281,-82.1559
Rain,Light,28.2281,-82.1559
Rain,Light,28.2281,-82.1559
Fog,Severe,48.1585,-122.1591
Fog,Severe,48.1585,-122.1591
Cold,Severe,43.9042,-92.4917
Fog,Moderate,39.3747,-99.8297
Cold,Severe,40.0324,-88.2755
Cold,Severe,44.8854,-93.2313
Snow,Light,37.7873,-81.1242
Snow,Light,37.7873,-81.1242
Cold,Severe,44.0511,-101.6011
Fog,Moderate,42.5544,-92.4013
Cold,Severe,45.9509,-94.3441
Fog,Moderate,40.175,-80.6463
Snow,Light,40.175,-80.6463
Snow,Light,40.175,-80.6463
Snow,Light,41.586999999999996,-83.8054
Fog,Moderate,41.586999999999996,-83.8054
Snow,Light,41.586999999999996,-83.8054
Fog,Moderate,41.586999999999996,-83.8054
Snow,Light,36.8553,-84.8561
Cold,Severe,43.0796,-94.2723
Fog,Moderate,28.0198,-82.3415
Rain,Light,28.0198,-82.3415
Rain,Light,28.0198,-82.3415
Rain,Light,28.0198,-82.3415
Rain,Light,28.0198,-82.3415
Fog,Moderate,39.9444,-81.8921
Snow,Light,39.9444,-81.8921
Fog,Moderate,39.9444,-81.8921
Snow,Light,39.9444,-81.8921
Cold,Severe,39.7719,-94.9097
Snow,Light,43.1083,-78.9382
Fog,Moderate,43.1083,-78.9382
Snow,Light,43.1083,-78.9382
Fog,Moderate,46.6044,-111.9892
Cold,Severe,40.7911,-99.7772
Snow,Light,40.7911,-99.7772
Snow,Light,40.7911,-99.7772
Snow,Light,40.6133,-103.2611
Snow,Light,40.6133,-103.2611
Fog,Moderate,25.788,-80.3169
Fog,Moderate,27.9633,-82.54
Rain,Light,27.9633,-82.54
Rain,Light,27.9633,-82.54
Rain,Light,27.9633,-82.54
Rain,Light,27.9152,-82.4518
Rain,Light,27.9152,-82.4518
Rain,Light,27.9152,-82.4518
Cold,Severe,27.9152,-82.4518
Cold,Severe,27.9152,-82.4518
Cold,Severe,44.1451,-103.1036
Fog,Moderate,28.0837,-97.0466
Rain,Light,28.0837,-97.0466
Rain,Light,28.0837,-97.0466
Snow,Light,48.9318,-95.3405
Cold,Severe,47.7966,-103.2552
Cold,Severe,45.42100000000001,-123.8144
Cold,Severe,45.42100000000001,-123.8144
Fog,Moderate,30.5857,-100.6486
Cold,Severe,48.9402,-97.9053
Cold,Severe,48.9402,-97.9053
Rain,Light,30.0333,-85.5333
Rain,Light,30.0333,-85.5333
Cold,Severe,48.0597,-96.1788
Cold,Severe,44.6884,-111.1176
Fog,Severe,44.6884,-111.1176
Cold,Severe,44.6884,-111.1176
Fog,Severe,44.6884,-111.1176
Fog,Moderate,44.6884,-111.1176
Fog,Severe,44.6884,-111.1176
Cold,Severe,47.8366,-90.3864
Cold,Severe,47.8366,-90.3864
Cold,Severe,47.8366,-90.3864
Cold,Severe,47.8366,-90.3864
Fog,Severe,40.8034,-124.1128
Fog,Severe,40.8034,-124.1128
Rain,Light,31.0559,-82.7741
Rain,Light,31.0559,-82.7741
Rain,Light,31.0559,-82.7741
Rain,Light,31.0559,-82.7741
Fog,Severe,33.286,-117.456
Fog,Severe,33.286,-117.456
Fog,Severe,33.286,-117.456
Fog,Moderate,33.286,-117.456
Fog,Moderate,33.286,-117.456
Cold,Severe,44.0727,-103.2108
Fog,Severe,44.0727,-103.2108
Cold,Severe,43.8922,-69.9386
Fog,Moderate,38.6869,-80.6517
Fog,Moderate,38.6869,-80.6517
Snow,Light,38.6869,-80.6517
Fog,Severe,34.7275,-120.5783
Cold,Severe,44.1466,-107.1744
Fog,Severe,44.1466,-107.1744
Fog,Severe,44.1466,-107.1744
Fog,Severe,44.1466,-107.1744
Fog,Severe,44.1466,-107.1744
Cold,Severe,44.75,-109.37
Fog,Severe,35.6656,-121.2847
Fog,Severe,35.6656,-121.2847
Fog,Severe,35.6656,-121.2847
Cold,Severe,46.1,-97.15
Cold,Severe,43.1235,-106.3375
Cold,Severe,43.1235,-106.3375
Fog,Severe,42.8367,-105.8618
Fog,Moderate,42.8367,-105.8618
Rain,Light,26.1775,-97.9731
Rain,Light,26.1775,-97.9731
Rain,Light,26.1775,-97.9731
Rain,Light,26.1775,-97.9731
Rain,Light,26.1775,-97.9731
Fog,Moderate,26.1775,-97.9731
Cold,Severe,46.4333,-109.8333
Snow,Light,33.6325,-83.8496
Cold,Severe,42.5587,-106.8474
Cold,Severe,42.5587,-106.8474
Fog,Severe,46.6667,-113.15
Snow,Light,46.6667,-113.15
Fog,Severe,46.6667,-113.15
Fog,Severe,46.6667,-113.15
Fog,Moderate,46.6667,-113.15
Fog,Severe,46.6667,-113.15
Fog,Severe,46.6667,-113.15
Fog,Severe,46.6667,-113.15
Snow,Light,40.0503,-105.5839
Snow,Light,40.0503,-105.5839
Snow,Light,40.0503,-105.5839
Snow,Light,40.0503,-105.5839
Rain,Light,30.5069,-86.9597
Rain,Light,30.5069,-86.9597
Snow,Light,30.5069,-86.9597
Fog,Severe,46.25,-114.15
Snow,Light,46.25,-114.15
Fog,Severe,46.25,-114.15
Fog,Severe,46.25,-114.15
Fog,Moderate,46.25,-114.15
Fog,Severe,46.25,-114.15
Fog,Severe,46.25,-114.15
Fog,Severe,46.25,-114.15
Cold,Severe,45.4175,-123.8087
Cold,Severe,45.4175,-123.8087
Rain,Light,31.1377,-83.7041
Cold,Severe,44.7342,-103.86200000000001
Fog,Severe,44.7342,-103.86200000000001
Fog,Moderate,44.2197,-106.1041
Fog,Moderate,44.2197,-106.1041
Fog,Severe,28.209,-100.01899999999999
Fog,Severe,28.209,-100.01899999999999
Fog,Severe,28.209,-100.01899999999999
Fog,Severe,28.209,-100.01899999999999
Fog,Severe,28.209,-100.01899999999999
Fog,Severe,28.209,-100.01899999999999
Fog,Severe,28.209,-100.01899999999999
Fog,Severe,28.209,-100.01899999999999
Snow,Light,44.294,-104.6288
Fog,Moderate,34.3667,-118.5667
Fog,Moderate,34.3667,-118.5667
Fog,Moderate,34.3667,-118.5667
Fog,Moderate,34.3667,-118.5667
Fog,Moderate,34.3667,-118.5667
Snow,Light,34.2687,-86.85799999999999
Fog,Severe,46.4772,-122.8065
Fog,Moderate,43.9325,-105.4465
Fog,Moderate,43.9325,-105.4465
Snow,Light,34.4917,-88.2011
Snow,Light,37.751,-82.6367
Cold,Severe,44.5343,-106.8049
Fog,Moderate,44.5343,-106.8049
Fog,Moderate,44.5343,-106.8049
Snow,Light,44.5343,-106.8049
Fog,Severe,44.5343,-106.8049
Fog,Moderate,44.5343,-106.8049
Fog,Severe,42.45,-105.0333
Fog,Moderate,42.45,-105.0333
Fog,Severe,39.0,-110.1667
Fog,Severe,39.0,-110.1667
Fog,Severe,39.0,-110.1667
Fog,Severe,28.9444,-81.9701
Rain,Light,28.9444,-81.9701
Rain,Light,28.9444,-81.9701
Rain,Light,28.9444,-81.9701
Rain,Light,28.9444,-81.9701
Snow,Light,42.5833,-108.2833
Fog,Severe,42.5833,-108.2833
Fog,Severe,42.5833,-108.2833
Fog,Severe,42.5833,-108.2833
Fog,Severe,42.5833,-108.2833
Snow,Light,42.5833,-108.2833
Fog,Severe,42.5833,-108.2833
Snow,Light,42.5833,-108.2833
Fog,Severe,42.5833,-108.2833
Snow,Light,42.5833,-108.2833
Fog,Severe,42.5833,-108.2833
Fog,Severe,42.5833,-108.2833
Fog,Severe,42.5833,-108.2833
Snow,Light,42.5833,-108.2833
Fog,Severe,42.5833,-108.2833
